DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,AGE:Current age,AGE_AT_BIRTH:Age at Birth,WEALTH_QUINTILE:Wealth Quintile,RESIDENCE:Residence,MOTHER_EDUCATION:Mother's Education Level,DATA_SOURCE:Data Source,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SERIES_FOOTNOTE:Series footnote,SUB_SECTOR:Sub Sector,SOWC_FLAG_A:SOWC flag A,DATA_SOURCE_PRIORITY:Data source priority,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,UNWGTD_SAMPL_SIZE:Unweighted Sample Size,OBS_FOOTNOTE:Observation footnote,SOURCE_LINK:Citation of or link to the data source,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,COVERAGE_TIME:The period of time for which data are provided
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MUS: Mauritius,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_1443: Sustainable Development Goals [online database]. Port Louis: Statistics Mauritius; 2020 (https://statsmauritius.govmu.org/Pages/Statistics/By_Subject/SDGs/SB_SDG.aspx; accessed 8 January 2021).,2019,99.8,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MUS: Mauritius,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_2608: Ministry of Health and Wellness,2020,99.7,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MUS: Mauritius,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_2608: Ministry of Health and Wellness,2021,99.7,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MWI: Malawi,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T19: 15 to 19 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,49.7,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MWI: Malawi,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,43.9,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MWI: Malawi,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,_T: Total,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,50.2,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MWI: Malawi,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,49,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MWI: Malawi,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,53.3,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MWI: Malawi,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,61.4,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MWI: Malawi,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,49.3,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MWI: Malawi,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,59,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MWI: Malawi,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,50.5,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MWI: Malawi,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T19: 15 to 19 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,96.6,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MWI: Malawi,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,95.1,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MWI: Malawi,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,_T: Total,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,95.3,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MWI: Malawi,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,96.2,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MWI: Malawi,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,98,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MWI: Malawi,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,98.6,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MWI: Malawi,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,96,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MWI: Malawi,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,98.9,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MWI: Malawi,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_1337: National Statistical Office. 2021. Malawi Multiple Indicator Cluster Survey 2019-20; Survey Findings Report.Zomba; Malawi: National Statistical Office.,2020,96.4,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MYS: Malaysia,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_1363: Health Indicators 2019: Indicators for Monitoring and Evaluation of Strategy Health for All. Putrajaya: Ministry of Health [Malaysia]; 2019.,2018,99.6,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,"Definition includes other cadres that is not in alignment with the standard definition (doctors, nurses and community nurses)",Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2019
"UNICEF:MNCH(1.0): Maternal, child and newborn health",MYS: Malaysia,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_1364: Health Indicators 2020: Indicators for Monitoring and Evaluation of Strategy Health for All. Putrajaya: Ministry of Health [Malaysia]; 2020.,2019,99.6,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,"Definition includes other cadres that is not in alignment with the standard definition (doctors, nurses and community nurses)",Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2019
"UNICEF:MNCH(1.0): Maternal, child and newborn health",NER: Niger,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T19: 15 to 19 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_1595: L'Enquête Nationale sur la Fécondité et la Mortalité des Enfants (Résultats préliminaires); ENAFEME Niger 2021,2021,34.6,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2006-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",NER: Niger,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_1595: L'Enquête Nationale sur la Fécondité et la Mortalité des Enfants (Résultats préliminaires); ENAFEME Niger 2021,2021,35.3,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2006-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",NER: Niger,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_1595: L'Enquête Nationale sur la Fécondité et la Mortalité des Enfants (Résultats préliminaires); ENAFEME Niger 2021,2021,50,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2006-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",NER: Niger,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_1595: L'Enquête Nationale sur la Fécondité et la Mortalité des Enfants (Résultats préliminaires); ENAFEME Niger 2021,2021,37.3,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2006-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",NER: Niger,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T19: 15 to 19 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_1595: L'Enquête Nationale sur la Fécondité et la Mortalité des Enfants (Résultats préliminaires); ENAFEME Niger 2021,2021,42.5,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",NER: Niger,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_1595: L'Enquête Nationale sur la Fécondité et la Mortalité des Enfants (Résultats préliminaires); ENAFEME Niger 2021,2021,36.8,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",NER: Niger,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_1595: L'Enquête Nationale sur la Fécondité et la Mortalité des Enfants (Résultats préliminaires); ENAFEME Niger 2021,2021,91.5,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",NER: Niger,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_1595: L'Enquête Nationale sur la Fécondité et la Mortalité des Enfants (Résultats préliminaires); ENAFEME Niger 2021,2021,43.7,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,"Definition includes other cadres that is not in alignment with the standard definition (Doctor, nurse/midwife, auxiliary midwife)",Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",NGA: Nigeria,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T19: 15 to 19 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_2566: Multiple Indicator Cluster Survey 2021,2021,49,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2003-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",NGA: Nigeria,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T19: 15 to 19 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_455: Demographic and Health Survey 2018,2018,46.7,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2003-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",NGA: Nigeria,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,MNCH_SRC_2566: Multiple Indicator Cluster Survey 2021,2021,34,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2003-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",NGA: Nigeria,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,MNCH_SRC_455: Demographic and Health Survey 2018,2018,30.7,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2003-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",NGA: Nigeria,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,_T: Total,_T: Total,MNCH_SRC_2566: Multiple Indicator Cluster Survey 2021,2021,48.1,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2003-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",NGA: Nigeria,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,_T: Total,_T: Total,MNCH_SRC_455: Demographic and Health Survey 2018,2018,42.6,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2003-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",NGA: Nigeria,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,MNCH_SRC_2566: Multiple Indicator Cluster Survey 2021,2021,64.1,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2003-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",NGA: Nigeria,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,MNCH_SRC_455: Demographic and Health Survey 2018,2018,60.6,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2003-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",NGA: Nigeria,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,MNCH_SRC_2566: Multiple Indicator Cluster Survey 2021,2021,81,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2003-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",NGA: Nigeria,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,MNCH_SRC_455: Demographic and Health Survey 2018,2018,73.2,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2003-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",NGA: Nigeria,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,MNCH_SRC_2566: Multiple Indicator Cluster Survey 2021,2021,89.6,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2003-2021
